Domain,Area,Element,Item,Year,Production_Unit,Production_Value,Flag,Flag Description
Crops,Timor-Leste,Area harvested,"Rice, paddy",2003,ha,43550.0,*,Unofficial figure
Crops,Timor-Leste,Area harvested,"Rice, paddy",2004,ha,23000.0,F,FAO estimate
Crops,Timor-Leste,Area harvested,"Rice, paddy",2005,ha,40000.0,F,FAO estimate
Crops,Timor-Leste,Area harvested,"Rice, paddy",2006,ha,45000.0,*,Unofficial figure
Crops,Timor-Leste,Area harvested,"Rice, paddy",2007,ha,40000.0,F,FAO estimate
Crops,Timor-Leste,Area harvested,"Rice, paddy",2008,ha,45635.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2009,ha,38998.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2010,ha,36548.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2011,ha,35561.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2012,ha,41884.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2013,ha,27998.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2014,ha,28482.0,,Official data
Crops,Timor-Leste,Area harvested,"Rice, paddy",2015,ha,23151.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Area harvested,"Rice, paddy",2016,ha,27065.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Area harvested,"Rice, paddy",2017,ha,29527.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Area harvested,"Rice, paddy",2018,ha,29112.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Production,"Rice, paddy",2000,tonnes,51000.0,*,Unofficial figure
Crops,Timor-Leste,Production,"Rice, paddy",2001,tonnes,53845.0,*,Unofficial figure
Crops,Timor-Leste,Production,"Rice, paddy",2002,tonnes,53656.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2003,tonnes,65433.0,*,Unofficial figure
Crops,Timor-Leste,Production,"Rice, paddy",2004,tonnes,34994.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2005,tonnes,58887.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2006,tonnes,55410.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2007,tonnes,60420.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2008,tonnes,80257.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2009,tonnes,120775.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2010,tonnes,112925.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2011,tonnes,98297.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2012,tonnes,119166.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2013,tonnes,87332.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2014,tonnes,88824.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2015,tonnes,71541.0,,Official data
Crops,Timor-Leste,Production,"Rice, paddy",2016,tonnes,80612.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Production,"Rice, paddy",2017,tonnes,87699.0,Im,FAO data based on imputation methodology
Crops,Timor-Leste,Production,"Rice, paddy",2018,tonnes,86647.0,Im,FAO data based on imputation methodology
Crops,Viet Nam,Area harvested,Bananas,2000,ha,98500.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2001,ha,100000.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2002,ha,95900.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2003,ha,88900.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2004,ha,92500.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2005,ha,93900.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2006,ha,94000.0,F,FAO estimate
Crops,Viet Nam,Area harvested,Bananas,2007,ha,95000.0,F,FAO estimate
Crops,Viet Nam,Area harvested,Bananas,2008,ha,95000.0,F,FAO estimate
Crops,Viet Nam,Area harvested,Bananas,2009,ha,99522.0,Im,FAO data based on imputation methodology
Crops,Viet Nam,Area harvested,Bananas,2010,ha,103488.0,Im,FAO data based on imputation methodology
Crops,Viet Nam,Area harvested,Bananas,2011,ha,106452.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2012,ha,108549.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2013,ha,112434.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2014,ha,114437.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2015,ha,118092.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2016,ha,120041.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2017,ha,125456.0,,Official data
Crops,Viet Nam,Area harvested,Bananas,2018,ha,128508.0,,Official data
Crops,Viet Nam,Production,Bananas,2000,tonnes,1124800.0,,Official data
Crops,Viet Nam,Production,Bananas,2001,tonnes,1125500.0,,Official data
Crops,Viet Nam,Production,Bananas,2002,tonnes,1097000.0,,Official data
Crops,Viet Nam,Production,Bananas,2003,tonnes,1281800.0,,Official data
Crops,Viet Nam,Production,Bananas,2004,tonnes,1329400.0,,Official data
Crops,Viet Nam,Production,Bananas,2005,tonnes,1344200.0,,Official data
Crops,Viet Nam,Production,Bananas,2006,tonnes,1350000.0,F,FAO estimate
Crops,Viet Nam,Production,Bananas,2007,tonnes,1355000.0,F,FAO estimate
Crops,Viet Nam,Production,Bananas,2008,tonnes,1400000.0,F,FAO estimate
Crops,Viet Nam,Production,Bananas,2009,tonnes,1510169.0,Im,FAO data based on imputation methodology
Crops,Viet Nam,Production,Bananas,2010,tonnes,1618231.0,Im,FAO data based on imputation methodology
Crops,Viet Nam,Production,Bananas,2011,tonnes,1742424.0,,Official data
Crops,Viet Nam,Production,Bananas,2012,tonnes,1791937.0,,Official data
Crops,Viet Nam,Production,Bananas,2013,tonnes,1892523.0,,Official data
Crops,Viet Nam,Production,Bananas,2014,tonnes,1857641.0,,Official data
Crops,Viet Nam,Production,Bananas,2015,tonnes,1943337.0,,Official data
Crops,Viet Nam,Production,Bananas,2016,tonnes,1941935.0,,Official data
Crops,Viet Nam,Production,Bananas,2017,tonnes,2045352.0,,Official data
Crops,Viet Nam,Production,Bananas,2018,tonnes,2087275.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2000,ha,237600.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2001,ha,292300.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2002,ha,337000.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2003,ha,371900.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2004,ha,388600.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2005,ha,425500.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2006,ha,475200.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2007,ha,495500.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2008,ha,554000.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2009,ha,507800.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2010,ha,498000.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2011,ha,558173.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2012,ha,551771.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2013,ha,544107.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2014,ha,552760.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2015,ha,567998.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2016,ha,569233.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2017,ha,532501.0,,Official data
Crops,Viet Nam,Area harvested,Cassava,2018,ha,513021.0,,Official data
Crops,Viet Nam,Production,Cassava,2000,tonnes,1986300.0,,Official data
Crops,Viet Nam,Production,Cassava,2001,tonnes,3509200.0,,Official data
Crops,Viet Nam,Production,Cassava,2002,tonnes,4438000.0,,Official data
Crops,Viet Nam,Production,Cassava,2003,tonnes,5308900.0,,Official data
Crops,Viet Nam,Production,Cassava,2004,tonnes,5820700.0,,Official data
Crops,Viet Nam,Production,Cassava,2005,tonnes,6716200.0,,Official data
Crops,Viet Nam,Production,Cassava,2006,tonnes,7782500.0,,Official data
Crops,Viet Nam,Production,Cassava,2007,tonnes,8192800.0,,Official data
Crops,Viet Nam,Production,Cassava,2008,tonnes,9309900.0,,Official data
Crops,Viet Nam,Production,Cassava,2009,tonnes,8530500.0,,Official data
Crops,Viet Nam,Production,Cassava,2010,tonnes,8595600.0,,Official data
Crops,Viet Nam,Production,Cassava,2011,tonnes,9897913.0,,Official data
Crops,Viet Nam,Production,Cassava,2012,tonnes,9735723.0,,Official data
Crops,Viet Nam,Production,Cassava,2013,tonnes,9757681.0,,Official data
Crops,Viet Nam,Production,Cassava,2014,tonnes,10209882.0,,Official data
Crops,Viet Nam,Production,Cassava,2015,tonnes,10740000.0,,Official data
Crops,Viet Nam,Production,Cassava,2016,tonnes,10909800.0,,Official data
Crops,Viet Nam,Production,Cassava,2017,tonnes,10267568.0,,Official data
Crops,Viet Nam,Production,Cassava,2018,tonnes,9847074.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2000,ha,730200.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2001,ha,729500.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2002,ha,816400.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2003,ha,912700.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2004,ha,991100.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2005,ha,1052600.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2006,ha,1033100.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2007,ha,1096100.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2008,ha,1440200.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2009,ha,1089200.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2010,ha,1126391.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2011,ha,1121255.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2012,ha,1156102.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2013,ha,1170322.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2014,ha,1178648.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2015,ha,1164747.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2016,ha,1151830.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2017,ha,1099274.0,,Official data
Crops,Viet Nam,Area harvested,Maize,2018,ha,1032598.0,,Official data
Crops,Viet Nam,Production,Maize,2000,tonnes,2005900.0,,Official data
Crops,Viet Nam,Production,Maize,2001,tonnes,2161700.0,,Official data
Crops,Viet Nam,Production,Maize,2002,tonnes,2511200.0,,Official data
Crops,Viet Nam,Production,Maize,2003,tonnes,3136300.0,,Official data
Crops,Viet Nam,Production,Maize,2004,tonnes,3430900.0,,Official data
Crops,Viet Nam,Production,Maize,2005,tonnes,3787100.0,,Official data
Crops,Viet Nam,Production,Maize,2006,tonnes,3854500.0,,Official data
Crops,Viet Nam,Production,Maize,2007,tonnes,4303200.0,,Official data
Crops,Viet Nam,Production,Maize,2008,tonnes,4573100.0,,Official data
Crops,Viet Nam,Production,Maize,2009,tonnes,4371700.0,,Official data
Crops,Viet Nam,Production,Maize,2010,tonnes,4606800.0,,Official data
Crops,Viet Nam,Production,Maize,2011,tonnes,4835717.0,,Official data
Crops,Viet Nam,Production,Maize,2012,tonnes,4973482.0,,Official data
Crops,Viet Nam,Production,Maize,2013,tonnes,5190895.0,,Official data
Crops,Viet Nam,Production,Maize,2014,tonnes,5202511.0,,Official data
Crops,Viet Nam,Production,Maize,2015,tonnes,5287261.0,,Official data
Crops,Viet Nam,Production,Maize,2016,tonnes,5244140.0,,Official data
Crops,Viet Nam,Production,Maize,2017,tonnes,5109766.0,,Official data
