Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2005","2005","tonnes","342","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2006","2006","tonnes","459","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2007","2007","tonnes","519","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2008","2008","tonnes","495","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2009","2009","tonnes","624","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2010","2010","tonnes","766","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2011","2011","tonnes","759","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2012","2012","tonnes","990","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2013","2013","tonnes","889","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2014","2014","tonnes","841","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2015","2015","tonnes","948","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2016","2016","tonnes","978","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2017","2017","tonnes","1003","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","977","Meat, sheep","2018","2018","tonnes","1145","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2000","2000","tonnes","1100","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2001","2001","tonnes","1150","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2002","2002","tonnes","7","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2003","2003","tonnes","37","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2004","2004","tonnes","424","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2005","2005","tonnes","507","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2006","2006","tonnes","701","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2007","2007","tonnes","788","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2008","2008","tonnes","722","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2009","2009","tonnes","1014","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2010","2010","tonnes","1134","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2011","2011","tonnes","1261","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2012","2012","tonnes","1754","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2013","2013","tonnes","513","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2014","2014","tonnes","605","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2015","2015","tonnes","550","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2016","2016","tonnes","185","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2017","2017","tonnes","501","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","882","Milk, whole fresh cow","2018","2018","tonnes","687","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2000","2000","tonnes","1500","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2001","2001","tonnes","5600","*","Unofficial figure"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2002","2002","tonnes","592","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2003","2003","tonnes","395","","Official data"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2004","2004","tonnes","5815","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2005","2005","tonnes","5523","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2006","2006","tonnes","5938","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2007","2007","tonnes","6977","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2008","2008","tonnes","5047","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2009","2009","tonnes","5953","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2010","2010","tonnes","4718","R","Estimated data using trading partners database"
"TP","Crops and livestock products","26","Brunei Darussalam","5610","Import Quantity","257","Oil, palm","2011","2011","tonnes","4668","R","Estimated data using trading partners database"
