Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2010","2010","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2011","2011","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2012","2012","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2013","2013","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2015","2015","1000 US$","3","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2016","2016","1000 US$","2","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","882","Milk, whole fresh cow","2017","2017","1000 US$","14","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2008","2008","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2009","2009","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2010","2010","1000 US$","631","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2011","2011","1000 US$","1463","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2012","2012","1000 US$","1153","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2013","2013","1000 US$","1603","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2014","2014","1000 US$","1711","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2015","2015","1000 US$","1732","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2016","2016","1000 US$","1695","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2017","2017","1000 US$","1713","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","258","Oil, palm kernel","2018","2018","1000 US$","2071","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2008","2008","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2009","2009","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2010","2010","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2011","2011","1000 US$","6","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2012","2012","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2013","2013","1000 US$","0","F","FAO estimate"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2017","2017","1000 US$","7","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","403","Onions, dry","2018","2018","1000 US$","94","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","402","Onions, shallots, green","2017","2017","1000 US$","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","402","Onions, shallots, green","2018","2018","1000 US$","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2008","2008","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2009","2009","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2010","2010","1000 US$","","M","Data not available"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2011","2011","1000 US$","556","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2012","2012","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2013","2013","1000 US$","13","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2014","2014","1000 US$","30","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2015","2015","1000 US$","89","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2016","2016","1000 US$","713","","Official data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2017","2017","1000 US$","1291","R","Estimated data using trading partners database"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","482","R","Estimated data using trading partners database"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2008","2008","1000 US$","989","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2009","2009","1000 US$","200","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2010","2010","1000 US$","48","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2011","2011","1000 US$","1012","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2012","2012","1000 US$","56","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2013","2013","1000 US$","128","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2014","2014","1000 US$","174","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2015","2015","1000 US$","924","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2016","2016","1000 US$","5007","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2017","2017","1000 US$","922","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","486","Bananas","2018","2018","1000 US$","7875","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2008","2008","1000 US$","18","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2009","2009","1000 US$","32","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2010","2010","1000 US$","29","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2011","2011","1000 US$","3","","Official data"
